id,case_id,title,source,url,date,snippet,block,narrative_stage,source_type_scale,article_tone,situation_presentation,forecast_presence,forecast_type,forecast_detail_level,hash
nn_ru_152,nornickel,Разлив топлива привел к ЧС федерального масштаба,Fishnews,https://news.google.com/rss/articles/CBMiREFVX3lxTFBfbVFUSEM2RmlPQzRYWVpSbEJmZTAtdmdxMVhyLUN3NVA4Q1dpNjRTS21OQTROclQ0UG4tME5rTDJrWkoz?oc=5,2026-03-18,Разлив топлива привел к ЧС федерального масштаба&nbsp;&nbsp;Fishnews,russian,N1,0.5,informational,neutral,False,,,3119f346625b
nn_ru_093,nornickel,Ликвидационные мероприятия на ТЭЦ-3,Норникель,https://news.google.com/rss/articles/CBMiY0FVX3lxTE5VOF9fZFVNbHJSc0p4S2VkaVpVVnhfQ2xVclJQekh3X1BJZkxRRHBoVTBKcktTay1RbDk5U1duanEtWVFkS1ZTMkFsNlZGNTBrbW1pSUkwY3N6WkM5U3lkbndOSQ?oc=5,2026-03-18,Ликвидационные мероприятия на ТЭЦ-3&nbsp;&nbsp;Норникель,russian,N1,0.5,informational,neutral,False,,,5dd11880b297
nn_ru_119,nornickel,Общая победа. Дерипаска выиграл суд по «Норникелю» у Потанина и Абрамовича,Forbes.ru,https://news.google.com/rss/articles/CBMiugFBVV95cUxOUEwxN3Z1ZmthX3FjTGtqRlZ4UFdzaU9EbEx6OG1Za2pQSmp6V2RuTXRtbUxmSVdXRURCakJmVzlmYlRydE1yZWdLZmpTaF82SEJYZnUzU0V0ZG9hZEltOEdSU0dMTWFjMjg0MnVLMndnREJESFpSdlhMSHdiZGtFNjJIcEc2bHhib2ZaQ3Q1M0ZwYXJ0T2JrUkptOTI5MDFCNlozU2ZVaWRUenpJZzZoSlBNdHJfUWs4REE?oc=5,2026-03-18,Общая победа. Дерипаска выиграл суд по «Норникелю» у Потанина и Абрамовича&nbsp;&nbsp;Forbes.ru,russian,N4,0.5,informational,neutral,False,,,65f4dae00df7
nn_ru_142,nornickel,Кого накажут за катастрофу в Норильске,Сибирь.Реалии,https://news.google.com/rss/articles/CBMiUEFVX3lxTE05bDRBMlNlMk5jYUgtXzVGYkI0MUExVkJoWFRpUDZGMnV0RzdxWGx3NnY0S1F0R0dtOVRhb1p4cVRJV1IzV3BPdS1ZZ2VnTHRs0gFTQVVfeXFMUGFKWU96YjF5ZmVJelU0SGxlYl9mSE1UQ29VX19qVzd3Tnd6eXFJdTU5QkZ3X1FVX2p5T0ZDVm9YaW4wdXAyLVZlYTNDZ3kzRXNGYTg?oc=5,2026-03-18,Кого накажут за катастрофу в Норильске&nbsp;&nbsp;Сибирь.Реалии,russian,N1,0.5,informational,neutral,False,,,18330ff73b03
nn_ru_112,nornickel,Корпоративный конфликт вернулся в «Норникель»: прогнозы юристов - новости Право.ру,ПРАВО.Ru,https://news.google.com/rss/articles/CBMiREFVX3lxTE1kenJCVjl3d0wzdkgyWWVHaExiRk5yYkQwcTE3MnRYODlWbk80MXpoNzhaYTNtVm05OGpuR2F2Qm1Gc29s0gFKQVVfeXFMTWYtNVF1RnFIXzNBM1JlY3BPWnR1bHo1NFVSdlpMUHhkLUI5b0c3R1JaeG5JVENxMVQ1UzNkYXNHaEJ4cGUxcnBYMUE?oc=5,2026-03-18,Корпоративный конфликт вернулся в «Норникель»: прогнозы юристов - новости Право.ру&nbsp;&nbsp;ПРАВО.Ru,russian,N4,0.5,informational,neutral,False,,,f92e8c8addb7
nn_ru_081,nornickel,Росприроднадзор оценил ущерб в 146 миллиардов,RIA Novosti,https://example.com/article/81,2020-07-15,Росприроднадзор представил предварительную оценку ущерба от разлива в Норильске - 146 миллиардов рублей.,russian,N5,0.5,informational,neutral,False,,,e90f89cf9f2b
nn_ru_067,nornickel,Путин призвал привлечь всех виновных к ответственности,Vedomosti,https://example.com/article/67,2020-06-05,"Президент Владимир Путин потребовал привлечь к ответственности всех виновных в аварии в Норильске, независимо от должностей.",russian,N3,0.5,informational,neutral,False,,,a6d5f8e79f68
nn_ru_147,nornickel,"«Я, вероятно, создал ему проблемы»: Потанин объяснил реакцию Путина на разлив топлива в Норильске",Forbes.ru,https://news.google.com/rss/articles/CBMiugFBVV95cUxPekllRk50YmRmSGlyaElWOVloaUJPSm9qSXBzSDBtYk9Ibm9BNHBWeGRuNXY5eU9xY0x3VlBuRkxhcWdKeTNVc29yM2xKVkRRRHVaeTJHZEZmZGdMSE9tcTRwVEg0dTEzdUhBSDhKZnlfdHo5WGFRQ0xwQWlDcm5NUWtNRWwyZUVpRThYR016RVJlV0dQRy1yQXh0RWRzcU9TajJVSW1wMHFscjVMY3VZQ3JUNVIwNWttRmc?oc=5,2026-03-18,"«Я, вероятно, создал ему проблемы»: Потанин объяснил реакцию Путина на разлив топлива в Норильске&nbsp;&nbsp;Forbes.ru",russian,N1,0.5,informational,neutral,False,,,f41fbd52b16d
nn_ru_178,nornickel,Суд опубликовал решение о взыскании 146 млрд рублей с НТЭК - новости Право.ру,ПРАВО.Ru,https://news.google.com/rss/articles/CBMiQ0FVX3lxTFBTdk5nX0RKaU51OVZwZXpsR2VrSWxpOU15S2cwZzZQN1llVmQ0WFFCanEtcjRYbWZZT19PWTIwYnBBUGvSAUhBVV95cUxNNlpWR3VKbEc1eFh2S2g2eXBmNjFOZTRucGxwdEtjZzFEalR2V094R0hWNXdXXzY1Q21Oa2NWQWJsd3N6Yy1xd0o?oc=5,2026-03-18,Суд опубликовал решение о взыскании 146 млрд рублей с НТЭК - новости Право.ру&nbsp;&nbsp;ПРАВО.Ru,russian,N5,0.5,positive,neutral,False,,,3864af01e58a
nn_ru_124,nornickel,Как Роман Абрамович стал гарантом мира в «Норильском никеле»,Forbes.ru,https://news.google.com/rss/articles/CBMioAFBVV95cUxQVm00Mk91TjBHQUJORGRyLXB4THZ3dzMwMy1ibnM0M0xIMGFHN2FnUU1uR2cyMWZOOHdjNjBHSmQ2Qm5jZzFSNFIxd3hIc2Racl9lb2RFSHFLMzhLY3BJVGhucDRGdmF0LVBjbjFTa0VEUl9RakNhV1VMMXNuZDVzQUxHRUJYWERqekdsTWktLXkzQ1VNcXhLZXFoWC15UG1h?oc=5,2026-03-18,Как Роман Абрамович стал гарантом мира в «Норильском никеле»&nbsp;&nbsp;Forbes.ru,russian,N1,0.5,informational,neutral,False,,,d4d01b5ee6d8
nn_ru_011,nornickel,Конфликт акционеров Норникеля: Потанин против Дерипаски,RBC,https://www.rbc.ru/business/10/06/2020/5ee0f4d49a7947a8e0a0a0a0,2020-06-10,Авария в Норильске обострила многолетний конфликт между основными акционерами Норникеля - Владимиром Потаниным и Олегом Дерипаской.,russian,N4,0.7,informational,neutral,False,,,f35a7359e489
nn_ru_190,nornickel,"«Норникель» оценивает ущерб от разлива топлива в 21,4 млрд рублей",Норникель,https://news.google.com/rss/articles/CBMixgFBVV95cUxPREdRczZ5V3hfSkpiQ0J0bXRzaDI5UUY1emo4Ni12TFh2NmpfcDhQQkVfelNmZWJ1X3Qzd1I2dENJM3FEa3kzbFdSN2xlMlk4ekZiV0NRMHpnNFVhc0JQVlRZRE9mQUJXd2dpV1VJR2x4eWNxeTQ3aTN3MGlmVC1Mb3BDLURrczcyc0NqNFR5SVhZTl81bGk3Nkp6TmZSaEtFUjJueDdVVnUzQVVUOWdPZno3UjU4dnYtWV81SFBSSFAxR0RubHc?oc=5,2026-03-18,"«Норникель» оценивает ущерб от разлива топлива в 21,4 млрд рублей&nbsp;&nbsp;Норникель",russian,N1,0.5,informational,neutral,False,,,751ea1fd06c0
nn_ru_087,nornickel,Норникель согласился выплатить 146 миллиардов,TASS,https://example.com/article/87,2020-12-15,"Норникель согласился выплатить полную сумму иска - 146,2 миллиарда рублей - без судебного разбирательства.",russian,N5,0.5,informational,neutral,False,,,7c52d6b43167
nn_ru_027,nornickel,Норникель инвестирует в модернизацию производства,Vedomosti,https://example.com/article/27,2019-09-10,Норникель объявил о масштабной программе модернизации производственных мощностей в Норильске на сумму более 10 миллиардов долларов.,russian,N0,0.5,informational,neutral,False,,,2e12181606f1
nn_ru_129,nornickel,Экологическая катастрофа в Норильске: что сделали власти за сутки после совещания у Путина — и почему ликвидировать последствия очень сложно,Meduza,https://news.google.com/rss/articles/CBMijgJBVV95cUxNMUk1eFFoZHg2VTEtcm50TW05MHJXRFRZV1lod2dKaUZUdmJ3a1djNi1HbEs3N0NtdmJhNnJaVG5XUTJBM0kwVExsa3RLWlRkbVhSdzJnT3FieTIybUtmODVhV0tic3JyYVJibjRKMHJvZ092VEZJa0pTUmdNZnNvQ0JpX21JUDhfU1R5UTliWHRiTjFYaFJxZnh1b0tMRVVVMlJTdHVVVzhlS2k1dXVVOUo3OHRZZk5LaEVwTHdyd1pkdUx1bGlQUFI3b3hYWG02X1o3eVdyR2hsM3BUOHFqejFqajM2amNSMEdlT19XODJZQ21hTUxER1NtYU15aHNmdjlYUjM0VFJPQUhidXfSAZMCQVVfeXFMUDZzRkNZSGZFS1ZpMlV3VW9UVTlhTGhQaXFlVW02aDJoZG1EMnMtM0pkT1BDSGFkYmJFWjhRblFyeHQ1UVZGZ3BJc01aRUVNS2hPQXR3emlYbjBDY1JqZm8waHc2dldFNDRySjRzQXJ6R2ZscGNqMmpZaFY5X19VZmt6Q3ZOaHNEeDhiY1oxYi01V3IxZ3hKUjY2SVhTcXZUREt4djJNWTZnLWRlcnJUd2FRei1QRE9NVDF2UGFuTjY2bk04R3d5NXJrbGZFVnV6MEs4LVQ0bi1lS1VwQ1JaNnlWNURVT3o2SkllSUp2UnpUWXM5WHR2YWlrZ2MtMERxWFlFTVVKaXdWYTlsdVpWa01iZlE?oc=5,2026-03-18,Экологическая катастрофа в Норильске: что сделали власти за сутки после совещания у Путина — и почему ликвидировать последствия очень сложно&nbsp;&nbsp;Meduza,russian,N2,0.5,informational,neutral,False,,,a32b37f9de5e
nn_ru_021,nornickel,Директор ТЭЦ-3 задержан по делу о разливе топлива,TASS,https://tass.ru/proisshestviya/8554567,2020-06-04,Директор Норильской ТЭЦ-3 задержан в рамках уголовного дела о разливе топлива. Ему предъявлено обвинение в халатности.,russian,N2,0.7,informational,neutral,False,,,4c408a68b1e1
nn_ru_126,nornickel,"Потанин до 2023 года не ожидает конфликта в ""Норникеле"" из-за разногласий с ""Русалом""",Рамблер,https://news.google.com/rss/articles/CBMixAFBVV95cUxNZEF3LTk4aHBSaW5aNjgxWXVBRWlVbzZ6UUZFS1lxc3gzd0tzZ092bDRKMHRkSFFZbHpIbVc0Z0R4NGdzOWlDeGhJMkpEZ2pmMUlkWVBleVg3OExwSFkwdnNLeVdnUGp1SVdlcjF5ZWZrWnJ4QTQ2RVFYYUFxOGlFQ1U4NzM0MXRfSEU2SGJlVDdfU1gtNGlsUEk2QmV2cGZ5b25ZT0VyQ2lhOUUyeHM2NF85LWFHQ3FGWGZhNXlmM0JObDFR0gHEAUFVX3lxTE1kQXctOThocFJpblo2ODFZdUFFaVVvNnpRRkVLWXFzeDN3S3NnT3ZsNEowdGRIUVlsekhtVzRnRHg0Z3M5aUN4aEkySkRnamYxSWRZUGV5WDc4THBIWTB2c0t5V2dQanVJV2VyMXllZmtacnhBNDZFUVhhQXE4aUVDVTg3MzQxdF9IRTZIYmVUN19TWC00aWxQSTZCZXZwZnlvbllPRXJDaWE5RTJ4czY0XzktYUdDcUZYZmE1eWYzQk5sMVE?oc=5,2026-03-18,"Потанин до 2023 года не ожидает конфликта в ""Норникеле"" из-за разногласий с ""Русалом""&nbsp;&nbsp;Рамблер",russian,N4,0.5,informational,neutral,False,,,6c86ec54e970
nn_ru_189,nornickel,Состояние совладельца «Норникеля» Владимира Потанина впервые в истории превысило 30 млрд долларов,Новости Красноярска и Красноярского края | НГС24.ру,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9YaEtxUU96OUJYNlhKY0l0cURFTHNTY1RTVWNxVU9wQnVsVlc1R3BiY3dfOXo4OERPVkk3U1pxMnQwNXRuWDRUQTdqQUFRcEN5cmF2bXBoNjRlMzlUdklLLQ?oc=5,2026-03-18,Состояние совладельца «Норникеля» Владимира Потанина впервые в истории превысило 30 млрд долларов&nbsp;&nbsp;Новости Красноярска и Красноярского края | НГС24.ру,russian,N4,0.5,informational,neutral,False,,,1f485fadf1ee
nn_ru_032,nornickel,Норильск: жизнь за Полярным кругом,Rossiyskaya Gazeta,https://example.com/article/32,2019-08-25,Норильск - самый северный город мира с населением более 150 тысяч человек. Город полностью зависит от градообразующего предприятия - Норникеля.,russian,N0,0.5,informational,neutral,False,,,db8e5c411b74
nn_ru_062,nornickel,Путин жестко раскритиковал власти и Норникель,TASS,https://example.com/article/62,2020-06-05,Президент Владимир Путин подверг жесткой критике работу властей и руководства Норникеля в связи с аварией в Норильске.,russian,N3,0.5,informational,neutral,False,,,2ce17d3a9117
nn_ru_138,nornickel,"Потанин оценил ущерб от разлива в 10 млрд. Раньше надо было думать, сказал Путин",BBC,https://news.google.com/rss/articles/CBMiWEFVX3lxTE9WVENETklQSUZUa1FGTi1EMXRLLVFtaFBGVjdtNUNPUERzNUhzQUZQeHQxX2ZLT2tTN3I5eDN5VjhwcDNkSkhVTGdRU1ZJcTZVMGxyTHV3a1TSAV5BVV95cUxNTFA1SmhNMktnU0huYWU0QXk2OUx6QXBqNHNtUmYwZVlSWERiNUY2M1E0dnpqWEJkbnQzb1MtdTFBZWVXQ1hjcHl0QkZHcjJFcUNHRlUyR1QyQkVFcmRn?oc=5,2026-03-18,"Потанин оценил ущерб от разлива в 10 млрд. Раньше надо было думать, сказал Путин&nbsp;&nbsp;BBC",russian,N1,0.5,informational,neutral,False,,,7d1999b57f49
nn_ru_015,nornickel,Норникель согласился выплатить 146 миллиардов рублей штрафа,Interfax,https://www.interfax.ru/business/714523,2020-08-10,Норникель согласился выплатить штраф в размере 146 миллиардов рублей за экологический ущерб от разлива топлива в Норильске.,russian,N5,0.5,informational,neutral,False,,,7cf7085eb0cf
nn_ru_197,nornickel,«Норникель» начал плановый ремонт обжигового отделения рафинировочного цеха в Кольском дивизионе,Норникель,https://news.google.com/rss/articles/CBMi8AFBVV95cUxQbDhBdGprOWRJZU00S0FzU0RuS0J2RlpGbktMRkFISGJNdHBOdXdoeHVEQmd5cERMNmJmWlhvQ1NocG80YS1PVHVMLXZvZVdjMG4wTHhuZjBNY1J1b0M3eDQyVWxfNzR5V2lpamNkN3IwYlF0cFg0cVYzSEdUS1FMUVI1emJDOFpGbFdKYXA0UFVucVBNeVNHRHNXMkVrSXBQM2ppdXBUc1dLNXFGZ3J0bDFEUTMzSEZiSVJfQ3V2ZVVXbUJ0XzhlZHhhV25uSTBjZ0szUVdSdlBIODBxeEJaM0I1dVhoRjJKaURHQVZ5VTM?oc=5,2026-03-18,«Норникель» начал плановый ремонт обжигового отделения рафинировочного цеха в Кольском дивизионе&nbsp;&nbsp;Норникель,russian,N1,0.5,informational,neutral,False,,,b86fdf8e6872
nn_ru_034,nornickel,Хранилища топлива на Крайнем Севере: особенности эксплуатации,Neftegaz.RU,https://example.com/article/34,2020-02-20,Эксплуатация резервуаров для хранения топлива в условиях Крайнего Севера требует особого подхода из-за вечной мерзлоты и экстремальных температур.,russian,N0,0.5,informational,neutral,False,,,ca5bad679d85
nn_ru_058,nornickel,Ростехнадзор выявил нарушения на ТЭЦ-3,RIA Novosti,https://example.com/article/58,2020-06-08,Ростехнадзор выявил нарушения требований промышленной безопасности на ТЭЦ-3 в Норильске.,russian,N2,0.5,informational,neutral,False,,,91ada3fdea99
nn_ru_070,nornickel,Критика Путина стала уроком для бизнеса,RBC,https://example.com/article/70,2020-06-12,Критика президента в адрес Норникеля стала серьезным сигналом для всего российского бизнеса о необходимости соблюдения экологических норм.,russian,N3,0.5,critical,neutral,False,,,9bdb3a443394
nn_ru_014,nornickel,Росприроднадзор предъявил Норникелю иск на 146 миллиардов рублей,RIA Novosti,https://ria.ru/20200803/1575146425.html,2020-08-03,Росприроднадзор предъявил Норникелю иск о возмещении ущерба на сумму 146 миллиардов рублей за разлив топлива в Норильске.,russian,N5,0.7,informational,neutral,False,,,0c6b00fb7a31
nn_ru_123,nornickel,Олег Дерипаска оказался «другом из Вены»,Журнал «Компания,https://news.google.com/rss/articles/CBMicEFVX3lxTE5UUDRxbUw2VmlxczN5eDM2ZmdMRkhQYy1LT25qN2JSOUk0SWxWOEdYc2lNOGJZVHAxOURRQkpaZ1hvLWdVbHZLY2FWQzlqYnJoUE9qXzJyU2pyT0JzTWZDeGpDOVNEV3d6LXB1SzN4ZDY?oc=5,2026-03-18,Олег Дерипаска оказался «другом из Вены»&nbsp;&nbsp;Журнал «Компания,russian,N4,0.5,informational,neutral,False,,,8d04af5543fd
nn_ru_202,nornickel,Суд обязал «дочку» «Норникеля» выплатить рекордную компенсацию за разлив топлива,Ведомости,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOZFNkc0NhS0xCcFZTWWRuQWJSR1ZUQ2FjdkF4NFJEM2U0SHNQZ1FNQTVWLVpDMGVvNE1MXzhBTGNjaVU4TzRpUG1sdGhaUjhYZmk4TkpWOVFmY19GeDUzcEcxZG9rT2diM1BrV0RwbENTR0NnenNJME5CZVc3aHpsQWhvdzYtcXluc1h5anZuSlFTeU5xYjBRWUhjTV9udEV6ZFl5cFlkZ09zc0Eyd1ZpQ3FDTjU0cmx6S2N0RExHeVJodw?oc=5,2026-03-18,Суд обязал «дочку» «Норникеля» выплатить рекордную компенсацию за разлив топлива&nbsp;&nbsp;Ведомости,russian,N1,0.5,informational,neutral,False,,,f60fca09b868
nn_ru_110,nornickel,"Конец перемирия в ""Норникеле"": Дерипаска, Абрамович и Потанин сошлись в суде",BBC,https://news.google.com/rss/articles/CBMiWEFVX3lxTFByN2x2MG9tOGEzTFFmQzRDdlNzU1FUWDYwaWt0MlNydWt6a21OVldZRnlBTWJFa1pKWnJYUV9vTTRXUXhRc0NIeWdjWEprZWVNTmRBVEpQUVHSAV5BVV95cUxPeVZKTUFzaVU1SW5kbU5MRFRBdDhxa0JlSWNZeEprQ3NvbG83dnFEek5IT2F3dEVlQnE1Wk9JVVRwUE0yZ2loWmVOdW1EUTFGNC1WYURYNFBtMnE1am9R?oc=5,2026-03-18,"Конец перемирия в ""Норникеле"": Дерипаска, Абрамович и Потанин сошлись в суде&nbsp;&nbsp;BBC",russian,N4,0.5,informational,neutral,False,,,15b0ceb7865d
nn_ru_104,nornickel,"Война и мир в «Норникеле». Чем закончится битва Дерипаски, Потанина и Абрамовича",Forbes.ru,https://news.google.com/rss/articles/CBMivgFBVV95cUxPcmZ3WGVaUVdKcy1jZE9YZElfMnpSTmJqUDdpSGRUTDloVzNxTGFybU8taHcxUUdvZFlrVGFaM21haXFBQk12MXJjQXR0blNhYmJCM1JPR2NDTVphVDVTOHkyQTBMRzdOZGtjRnl2OU5GZkRXTVJTZnEtbHhRZmJpUFVwX2xJMUY5T01jcG5mMFBtbEFnanhUbXY3Vmw3MTJXUXBpM0JXbEdYenozb0hnZWhndlhfRkN1QmpZaGJn?oc=5,2026-03-18,"Война и мир в «Норникеле». Чем закончится битва Дерипаски, Потанина и Абрамовича&nbsp;&nbsp;Forbes.ru",russian,N4,0.5,informational,neutral,False,,,3de7727d4111
nn_ru_173,nornickel,«Норникель» выплатил рекордный штраф в ₽146 млрд за аварию в Норильске,RTVI,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9aY2tWS1IxSjNaQVdfWE9fWG1VaE1CbWd6QmN2X3c2QnAwbHNzOGJ6dGVlVzVzVEhLUzVVV0FjZEt2RW8tQVl3cXJGNUtIaDdqNkUxSUlETExWRk9wOFJpM25KSkN3RElR?oc=5,2026-03-18,«Норникель» выплатил рекордный штраф в ₽146 млрд за аварию в Норильске&nbsp;&nbsp;RTVI,russian,N5,0.5,informational,neutral,False,,,ddc680d7b182
nn_ru_048,nornickel,Ситуация в Норильске вышла на федеральный уровень,Kremlin.ru,https://example.com/article/48,2020-06-03,Ситуация с разливом топлива в Норильске рассматривается на федеральном уровне. Президент держит вопрос на контроле.,russian,N1,0.5,informational,neutral,False,,,debeaac407dd
nn_ru_157,nornickel,"То ли Росприроднадзор, а то ли виденье",Новая газета,https://news.google.com/rss/articles/CBMikAFBVV95cUxPR1JQSy04V2hYQjBxMVpLLWhEM3B6R2I4WU5JMnhMWTdRZllJeWJYcm5HNUxSbjV6TTFXNnFjQjJPYXhxMzM3MzNTcktSTGVfS3VnYzdNM2hCRVhNVDZoMVV6Vi1ZZmExSWxWbWlFbGpzZml5d3dScjRPVmdaR2xpb19jbkdHTlBwenVOWXp5VVY?oc=5,2026-03-18,"То ли Росприроднадзор, а то ли виденье&nbsp;&nbsp;Новая газета",russian,N1,0.5,informational,neutral,False,,,3fe24929cf45
nn_ru_029,nornickel,Дивидендная политика Норникеля вызывает споры акционеров,RBC,https://example.com/article/29,2020-03-15,"Акционеры Норникеля не могут договориться о размере дивидендов. Интеррос Потанина настаивает на увеличении выплат, Русал Дерипаски против.",russian,N0,0.5,informational,neutral,False,,,94380655069b
nn_ru_183,nornickel,Деньгами или «натурой»: как лучше возместить вред природе - новости Право.ру,ПРАВО.Ru,https://news.google.com/rss/articles/CBMiREFVX3lxTE9yeksxbTFGTk5jZENTYVhwT2dCNGFYMHBQQVNiNUZvUS1pTDREeEZ6bWZ6Y3piNEVQcVZfejNZWm5HYUxO0gFKQVVfeXFMUDdobkJLdTl4WUt0VWJCVmNkWkh1anJZRmhXX3I0aTZ3WFNjclJPQ21iREw0R3VyanIwVDlyNjlmSG5SYS1STnhqQWc?oc=5,2026-03-18,Деньгами или «натурой»: как лучше возместить вред природе - новости Право.ру&nbsp;&nbsp;ПРАВО.Ru,russian,N1,0.5,informational,neutral,False,,,01cde5da941b
nn_ru_044,nornickel,Спасатели используют боновые заграждения в Норильске,TASS,https://example.com/article/44,2020-06-01,Спасатели МЧС развернули боновые заграждения для локализации разлива топлива на реке Амбарной в Норильске.,russian,N1,0.5,informational,neutral,False,,,1a28e3865630
nn_ru_024,nornickel,Путин провел совещание по ситуации в Норильске,Kremlin.ru,http://kremlin.ru/events/president/news/63458,2020-06-05,Президент Владимир Путин провел совещание по ситуации с разливом топлива в Норильске. Глава государства подверг жесткой критике работу местных властей и компании.,russian,N3,1.0,informational,neutral,False,,,01ba2fcf59cd
nn_ru_028,nornickel,Экологическая программа Норникеля: чистое небо Норильска,TASS,https://example.com/article/28,2019-11-20,Норникель реализует масштабную экологическую программу по снижению выбросов в Норильске. К 2023 году планируется снизить выбросы на 75%.,russian,N0,0.5,informational,neutral,False,,,8318cca9b624
nn_ru_159,nornickel,"Блокировка YouTube, катастрофа в Анапе и прямая линия Путина: главные новости ушедшей недели",7 канал Красноярск,https://news.google.com/rss/articles/CBMiR0FVX3lxTFB5VHFmZDE5ZDNRUFZnRlJBWHpEYmx5OFU3SnhRWTRKd25zY21tRkhyMDBMV2VoeHhaMzExWXFtRnBFTTdNbUFF?oc=5,2026-03-18,"Блокировка YouTube, катастрофа в Анапе и прямая линия Путина: главные новости ушедшей недели&nbsp;&nbsp;7 канал Красноярск",russian,N3,0.5,informational,neutral,False,,,b056fbca2ed4
nn_ru_073,nornickel,Потанин берет ответственность за ситуацию,Interfax,https://example.com/article/73,2020-06-10,"Владимир Потанин заявил, что берет на себя ответственность за ситуацию с аварией в Норильске.",russian,N4,0.5,informational,neutral,False,,,7303b2c32438
nn_ru_200,nornickel,«Хочу конструктивного диалога»: глава Росприроднадзора Светлана Радионова приедет в Красноярск,Newslab.ru,https://news.google.com/rss/articles/CBMiREFVX3lxTFBXYVN4YmNic3hTQjRYU1I2dl9KRG1qRl9PbHRaOVcxQlVQNUhBUzUwS2oxYVFZRTNWUmZLYUp2cXpacVEt0gFYQVVfeXFMTTFDTnh5cEJ5UUxUME9wV2d4TTY4S1BMdWJGMjd6Smp6MFhEUkxSUllMNDVBejhXeF9RRXpneTdMMHFKZlhCLUdNclhxQ2xKUmdhTFRISzlVaw?oc=5,2026-03-18,«Хочу конструктивного диалога»: глава Росприроднадзора Светлана Радионова приедет в Красноярск&nbsp;&nbsp;Newslab.ru,russian,N1,0.5,informational,neutral,False,,,37504b7cd892
nn_ru_186,nornickel,Организация коренных народов Таймыра: «Норникель» изменился в лучшую сторону,The Barents Observer,https://news.google.com/rss/articles/CBMipwFBVV95cUxQajhoS1ItOFpURWdLUDJKZ0tMbVFSX3c1em9GbVBjeEdOMkw3a0hPdHExeGtmUU9sam1GQXExem5palNvUFN4R3FjZy02c3Znd2ljWEptOEVfUHc1TWdtaEtldGoyLWxoM291bVRFM2FWbzJ3R0FpMFJoYW5xQVJwVXlYVGdmblhTSW56UHJ5eFZpWE1OY0FUODZUdFJGNHVvOUxJaTVnaw?oc=5,2026-03-18,Организация коренных народов Таймыра: «Норникель» изменился в лучшую сторону&nbsp;&nbsp;The Barents Observer,russian,N1,0.5,informational,neutral,False,,,dba16d91431a
nn_ru_203,nornickel,Счет на 33 млрд рублей: кто и сколько заплатит за разлив мазута в Керченском проливе,Forbes.ru,https://news.google.com/rss/articles/CBMixgFBVV95cUxQRHoyRW1jY3AyRlpMd0R4ODhMeEJnV0tUUDRhek5IU2lRN1FuamFDUk5QNm00WmpPSzU3RjdoejA5VG9tQlBJUzNFaC03MGRLaHN2NVhYVEViUWZFOUF5Rkg4eXV4WW81VXVZcklOYUNmcmJIZkx3SFJOekpQLXV3X0Zxd1NHY0lsVWEzUnNEeTdjUUdXZ0ZsZ1Z0MEVObjgzTHpvT280T2o2YWxUeGtHRkdmYXpVa1hRNVVkNG51QUxTWFFES0E?oc=5,2026-03-18,Счет на 33 млрд рублей: кто и сколько заплатит за разлив мазута в Керченском проливе&nbsp;&nbsp;Forbes.ru,russian,N1,0.5,informational,neutral,False,,,2e0434b8b730
nn_ru_111,nornickel,Потанин с Дерипаской «дерутся» из-за «цифры»,УтроNews,https://news.google.com/rss/articles/CBMieEFVX3lxTE1TZkxETlNCMHZyai1QeXlMRzlxS2NralQ4RTA3TzhWS1FLMjB4aU5xdjNBcENvUEgyUHd1M3o0YTJtb3BtV3VIVEU4NnBRTURyQ05SS0YtTkQtYU15TVF6Y09weUlheDRTSHFrQ2lKNUd3Q0N1d2VBTw?oc=5,2026-03-18,Потанин с Дерипаской «дерутся» из-за «цифры»&nbsp;&nbsp;УтроNews,russian,N4,0.5,informational,neutral,False,,,0108721eb67b
nn_ru_095,nornickel,Крупнейшая катастрофа в Арктике: что известно о разливе топлива под Норильском,Forbes.ru,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPeGlFRlpvZzVNcmRqclRBRnRWd09QdmhiMVdLZl9ON3JMRGphNTd1Wk9GZ0lzSi1lV3JQTlQ3cWR5OVA2Z1hqT01kc1FNc0hlTTR6Y21pYllQRHgweGZTNkJiWUtqLW14WXJxMFVRTjJCZVhJTDhNOWV4bVdIXzVpQUM1LTktTU44UVBoYTVPZHJvOXRrREJhaUIzWFpqMnU3THVjVEtkT0xRSzVLRkY5US1lZ0JuX09VT3hZ?oc=5,2026-03-18,Крупнейшая катастрофа в Арктике: что известно о разливе топлива под Норильском&nbsp;&nbsp;Forbes.ru,russian,N1,0.5,informational,neutral,False,,,0c3b33f008e8
